S_No,REGION,COUNTY,SUB_COUNTY,UIC,KNEC,SCHOOL_NAME,CLUSTER,TYPE,DISABILITY_TYPE,ACCOMMODATION_TYPE,GENDER
314,RIFT VALLEY,BOMET,CHEPALUNGU,Y398,25551117,CHEPALUNGU BOYS' HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,BOYS
315,RIFT VALLEY,BOMET,CHEPALUNGU,WWMH,25551104,CHEPKOSA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
316,RIFT VALLEY,BOMET,CHEPALUNGU,7GEK,25551219,CHEPNYALILIET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
317,RIFT VALLEY,BOMET,CHEPALUNGU,NZ4C,25551211,CHEPWOSTUIYET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
318,RIFT VALLEY,BOMET,CHEPALUNGU,RWDP,25551115,GOITABSILIBWET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
319,RIFT VALLEY,BOMET,CHEPALUNGU,2GGT,25551233,ITEMBE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
320,RIFT VALLEY,BOMET,CHEPALUNGU,858W,25551244,KABEMA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
321,RIFT VALLEY,BOMET,CHEPALUNGU,XF6A,25551241,KABISIMBA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
322,RIFT VALLEY,BOMET,CHEPALUNGU,UYTP,25551229,KABISOGE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
323,RIFT VALLEY,BOMET,CHEPALUNGU,F2XE,25551119,KABOLWO MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
324,RIFT VALLEY,BOMET,CHEPALUNGU,GBM7,25551109,KABOSON DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
325,RIFT VALLEY,BOMET,CHEPALUNGU,2V9P,25551101,KABOSON GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
326,RIFT VALLEY,BOMET,CHEPALUNGU,F3ZN,25551214,KAMAGET MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
327,RIFT VALLEY,BOMET,CHEPALUNGU,43DF,25551239,KAMOGIBOI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
328,RIFT VALLEY,BOMET,CHEPALUNGU,HAR6,25551112,KAMONGIL MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
329,RIFT VALLEY,BOMET,CHEPALUNGU,RKJ9,25551249,KAMUSANGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
330,RIFT VALLEY,BOMET,CHEPALUNGU,LR4H,25551136,KAPCHELEL SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
331,RIFT VALLEY,BOMET,CHEPALUNGU,3Z73,25551103,KAPKESOSIO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
332,RIFT VALLEY,BOMET,CHEPALUNGU,99EL,25551108,KAPKULUMBEN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
333,RIFT VALLEY,BOMET,CHEPALUNGU,UHET,25551202,KAPOLESEROI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
334,RIFT VALLEY,BOMET,CHEPALUNGU,7N2M,25551129,KAPSABUL MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
335,RIFT VALLEY,BOMET,CHEPALUNGU,2HAA,25551243,KAPSINENDET CENTRAL SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
336,RIFT VALLEY,BOMET,CHEPALUNGU,MC34,25551247,KAPTWOLO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
337,RIFT VALLEY,BOMET,CHEPALUNGU,98DS,25551222,KATARET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
338,RIFT VALLEY,BOMET,CHEPALUNGU,CJMJ,25551248,KELICHEK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
339,RIFT VALLEY,BOMET,CHEPALUNGU,ASBL,25551128,KERUNDUT MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
340,RIFT VALLEY,BOMET,CHEPALUNGU,CLNG,25551245,KIBOSON SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
341,RIFT VALLEY,BOMET,CHEPALUNGU,X3QS,25551242,KIMATISIO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
342,RIFT VALLEY,BOMET,CHEPALUNGU,WUUZ,25551232,KIMAYA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
343,RIFT VALLEY,BOMET,CHEPALUNGU,VN53,25551131,KIMENDERIT SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
344,RIFT VALLEY,BOMET,CHEPALUNGU,7QRB,25551110,KIPKEIGEI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
345,RIFT VALLEY,BOMET,CHEPALUNGU,ZK5S,25551230,KIPKUROR DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
346,RIFT VALLEY,BOMET,CHEPALUNGU,Z8P5,25551134,KIPRICHEIT HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
347,RIFT VALLEY,BOMET,CHEPALUNGU,4MML,25551215,KIPROROGET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
348,RIFT VALLEY,BOMET,CHEPALUNGU,ADCE,25551235,KIPSUTER MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
349,RIFT VALLEY,BOMET,CHEPALUNGU,AGF8,25551203,KIPSUTER SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
350,RIFT VALLEY,BOMET,CHEPALUNGU,LJJD,25551213,ACK MARY MAGDALENE HIGH SCHOOL FOR THE DEAF,C4,PUBLIC,NONE,BOARDING,MIXED
351,RIFT VALLEY,BOMET,CHEPALUNGU,V6LX,25551224,KOIMIRET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
352,RIFT VALLEY,BOMET,CHEPALUNGU,93DB,25551130,KOIYET MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
353,RIFT VALLEY,BOMET,CHEPALUNGU,53KF,25551139,KYOGONG GIRLS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
354,RIFT VALLEY,BOMET,CHEPALUNGU,7HMX,25551114,KYOGONG SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
355,RIFT VALLEY,BOMET,CHEPALUNGU,T9US,25551111,LELAITICH SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
356,RIFT VALLEY,BOMET,CHEPALUNGU,K2F9,25551106,LUGUMEK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
357,RIFT VALLEY,BOMET,CHEPALUNGU,VZT6,25551204,MAKIMENY SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
358,RIFT VALLEY,BOMET,CHEPALUNGU,P7JN,25551217,MASINDONI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
359,RIFT VALLEY,BOMET,CHEPALUNGU,HN2C,25551208,MENGWET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
360,RIFT VALLEY,BOMET,CHEPALUNGU,AW3P,25551205,MOGOR HIGH SCHOOL,C3,PUBLIC,NONE,BOARDING,MIXED
361,RIFT VALLEY,BOMET,CHEPALUNGU,5NH8,25551207,MOI SIONGIROI GIRLS' SECONDARY SCHOOL,C1,PUBLIC,NONE,BOARDING,GIRLS
362,RIFT VALLEY,BOMET,CHEPALUNGU,WQ73,25551240,MUKENYI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
363,RIFT VALLEY,BOMET,CHEPALUNGU,VUJT,25551220,NDAMICHONIK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
364,RIFT VALLEY,BOMET,CHEPALUNGU,S6HJ,25551132,NOGIRWET DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
365,RIFT VALLEY,BOMET,CHEPALUNGU,A9DY,25551137,NYAKICHIWA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
366,RIFT VALLEY,BOMET,CHEPALUNGU,JGEN,25551206,OLBUTYO BOYS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,BOYS
367,RIFT VALLEY,BOMET,CHEPALUNGU,R9Z6,25551210,OLBUTYO GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
368,RIFT VALLEY,BOMET,CHEPALUNGU,8ERY,25551118,OLESOI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
369,RIFT VALLEY,BOMET,CHEPALUNGU,6W4W,25551124,OREIYET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
370,RIFT VALLEY,BOMET,CHEPALUNGU,62RA,25551231,ROBORWO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
371,RIFT VALLEY,BOMET,CHEPALUNGU,V7YE,25551135,SAMOEI NGWONET GIRLS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
372,RIFT VALLEY,BOMET,CHEPALUNGU,4Z5N,25551225,SAUNET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
373,RIFT VALLEY,BOMET,CHEPALUNGU,XWRR,25551138,SIGOR MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
374,RIFT VALLEY,BOMET,CHEPALUNGU,G4YE,25551102,SIGOR SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
375,RIFT VALLEY,BOMET,CHEPALUNGU,BNAX,25551226,SIONGIROI DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
376,RIFT VALLEY,BOMET,CHEPALUNGU,43EX,25551246,SOGORORBEI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
377,RIFT VALLEY,BOMET,CHEPALUNGU,2BHR,25551227,ST. THOMAS REBERWET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
378,RIFT VALLEY,BOMET,CHEPALUNGU,HNGJ,25551113,ST.MICHAEL'S SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
379,RIFT VALLEY,BOMET,CHEPALUNGU,P252,25551105,SUGUMERGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
380,RIFT VALLEY,BOMET,CHEPALUNGU,9D6W,25551125,TEBESWET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
381,RIFT VALLEY,BOMET,CHEPALUNGU,XP3T,25551238,TILANGOK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
382,RIFT VALLEY,BOMET,CHEPALUNGU,65K9,25551107,TUMOI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
383,RIFT VALLEY,BOMET,KONOIN,RVK9,25563125,BOITO DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
384,RIFT VALLEY,BOMET,KONOIN,C4HR,25563105,BOITO SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
385,RIFT VALLEY,BOMET,KONOIN,VWEV,25563212,BOSTO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
386,RIFT VALLEY,BOMET,KONOIN,5HB4,25563310,CHEBANG'ANG' SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
387,RIFT VALLEY,BOMET,KONOIN,26M2,25563305,CHEMALAL SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
388,RIFT VALLEY,BOMET,KONOIN,67JD,25563314,CHEMASINGI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
389,RIFT VALLEY,BOMET,KONOIN,7NA5,25563124,CHEMELET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
390,RIFT VALLEY,BOMET,KONOIN,9X4B,25563306,CHEPCHABAS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
391,RIFT VALLEY,BOMET,KONOIN,UD7N,25563116,CHEPKOCHUN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
392,RIFT VALLEY,BOMET,KONOIN,XP6N,25563107,CHEPTABACH SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
393,RIFT VALLEY,BOMET,KONOIN,KXDT,25563202,CHEPTALAL SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
394,RIFT VALLEY,BOMET,KONOIN,HQFM,25563120,CHEPTINGTING SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
395,RIFT VALLEY,BOMET,KONOIN,MN4C,25563119,CHONGENWO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
396,RIFT VALLEY,BOMET,KONOIN,A6FF,25563204,EMBOMOS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
397,RIFT VALLEY,BOMET,KONOIN,DUJ4,25563115,KABIANGEK MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
398,RIFT VALLEY,BOMET,KONOIN,3V3L,25563128,KAPCHEPKOLE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
399,RIFT VALLEY,BOMET,KONOIN,TGVS,25563307,KAPKILAIBEI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
400,RIFT VALLEY,BOMET,KONOIN,WC65,25563123,KAPRORET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
401,RIFT VALLEY,BOMET,KONOIN,FFU9,25563308,KAPSET MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
402,RIFT VALLEY,BOMET,KONOIN,T9HY,25563302,KAPTEBENGWET SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
403,RIFT VALLEY,BOMET,KONOIN,G8CW,25563114,KAPTEMBWO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
404,RIFT VALLEY,BOMET,KONOIN,P645,25563304,KAPTIEN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
405,RIFT VALLEY,BOMET,KONOIN,FGDF,25563121,KEBUMBUR SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
406,RIFT VALLEY,BOMET,KONOIN,JMZM,25563127,KENYAGORO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
407,RIFT VALLEY,BOMET,KONOIN,RPGW,25563301,KIMULOT SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
408,RIFT VALLEY,BOMET,KONOIN,CJ4K,25563201,KIPKORIR SALAT SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
409,RIFT VALLEY,BOMET,KONOIN,QDWG,25563122,KIPRAISI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
410,RIFT VALLEY,BOMET,KONOIN,R8PF,25563103,KIPTENDEN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
411,RIFT VALLEY,BOMET,KONOIN,46TQ,25563207,KIRIMOSE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
412,RIFT VALLEY,BOMET,KONOIN,6B6B,25563211,KITALA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
413,RIFT VALLEY,BOMET,KONOIN,W7KP,25563102,KOIWA BOYS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,BOYS
414,RIFT VALLEY,BOMET,KONOIN,7GZ2,25563112,KOIWA CENTRAL SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
415,RIFT VALLEY,BOMET,KONOIN,6MVQ,25563126,KOROITIK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
416,RIFT VALLEY,BOMET,KONOIN,DZS7,25563309,MARINYIN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
417,RIFT VALLEY,BOMET,KONOIN,VEEC,25563206,MESWONDO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
418,RIFT VALLEY,BOMET,KONOIN,Z84Z,25563313,MICHIRA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
419,RIFT VALLEY,BOMET,KONOIN,TFZP,25563129,MOGOGOSIEK TOWNSHIP SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
420,RIFT VALLEY,BOMET,KONOIN,GED4,25563109,MOGONJET SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
421,RIFT VALLEY,BOMET,KONOIN,UXVS,25563312,MUGENYI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
422,RIFT VALLEY,BOMET,KONOIN,UJR9,25563108,NGERERIT SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
423,RIFT VALLEY,BOMET,KONOIN,REND,25563104,RUSEYA SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
424,RIFT VALLEY,BOMET,KONOIN,5G3R,25563101,SASETA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
425,RIFT VALLEY,BOMET,KONOIN,ZYJM,25563118,SEANIN SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
426,RIFT VALLEY,BOMET,KONOIN,L3KG,25563111,SIMOTI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
427,RIFT VALLEY,BOMET,KONOIN,QYFA,25563117,SINENDOIK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
428,RIFT VALLEY,BOMET,KONOIN,XN92,25563210,SIOMO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
429,RIFT VALLEY,BOMET,KONOIN,CD38,25563209,SOTIT GIRLS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
430,RIFT VALLEY,BOMET,KONOIN,42YC,25563203,SOTIT SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
431,RIFT VALLEY,BOMET,KONOIN,GGQ2,25563106,ST BRIGIDS CHEMELET SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
432,RIFT VALLEY,BOMET,KONOIN,D6A3,25563303,ST. MONICA CHEBANG'ANG GIRLS' SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
433,RIFT VALLEY,BOMET,KONOIN,DGHX,25563208,TABOINO MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
434,RIFT VALLEY,BOMET,KONOIN,WSSE,25563110,TEREK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
435,RIFT VALLEY,BOMET,KONOIN,9KGF,25563311,TUIYOBEI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
464,RIFT VALLEY,BOMET,,SOTIK,2227,25533216 KAPLELACH SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
500,WESTERN,BUNGOMA,BUMULA,RJFP,36628148,ACK MUNGORE BOYS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,BOYS
501,WESTERN,BUNGOMA,BUMULA,FZDA,36628135,BUMULA BOYS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,BOYS
502,WESTERN,BUNGOMA,BUMULA,9J3H,36628103,BUMULA FRIENDS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
503,WESTERN,BUNGOMA,BUMULA,EVF6,36628104,CHILIBA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
504,WESTERN,BUMULA,,EAEH,36628147,JOYVALLEY S.A SPECIAL SECONDARY SCHOOLFOR P.H,C1,PUBLIC,NONE,DAY,MIXED
505,WESTERN,BUNGOMA,BUMULA,BZ4E,36628101,KHASOKO HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,MIXED
506,WESTERN,BUNGOMA,BUMULA,MS9Q,36628145,KHAYO MMK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
507,WESTERN,BUNGOMA,BUMULA,GT9V,36628105,MATEKA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
508,WESTERN,BUNGOMA,BUMULA,2ZXR,36628144,MIKOKWE ACK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
509,WESTERN,BUNGOMA,BUMULA,R8WQ,36628106,MUNGORE GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
510,WESTERN,BUNGOMA,BUMULA,3ES3,36628113,MWIRUTI GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
511,WESTERN,BUNGOMA,BUMULA,KRMN,36628116,NAMUSASI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
512,WESTERN,BUNGOMA,BUMULA,A7ZL,36628119,ST JUDE MUANDA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
513,WESTERN,BUNGOMA,BUMULA,XVKH,36628137,ST JUDE NAMANZE SECONDARY SHOOL,C4,PUBLIC,NONE,DAY,MIXED
514,WESTERN,BUNGOMA,BUMULA,U8E6,36628129,ST MARY'S NAMATOTOA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
515,WESTERN,BUNGOMA,BUMULA,R5CW,36628150,ST PAUL'S WAMUNYIRI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
516,WESTERN,BUNGOMA,BUMULA,B4JD,36628125,ST VERONICA MASUNO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
517,WESTERN,BUNGOMA,BUMULA,AFW3,36628126,ST. ANTONY NABUREREYA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
518,WESTERN,BUNGOMA,BUMULA,EQF3,36628121,ST. ELIZABETH LUNAO MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
519,WESTERN,BUNGOMA,BUMULA,PJD5,36628130,ST. ELIZABETH MALINDA SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
520,WESTERN,BUNGOMA,BUMULA,RXUF,36628114,ST. JOSEPH'S LUMBOKA MEMORIAL SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
521,WESTERN,BUNGOMA,BUMULA,4HDW,36628134,ST. JUDE SYOYA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
522,WESTERN,BUNGOMA,BUMULA,K4T2,36628124,ST. MARY'S SECONDARY SCHOOL - MUKHUMA,C4,PUBLIC,NONE,DAY,MIXED
523,WESTERN,BUNGOMA,BUMULA,KDS4,36628128,ST. PETERS NAMAIKA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
524,WESTERN,BUNGOMA,BUMULA,JADU,36628102,ST. TERESA'S KABULA SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
525,WESTERN,BUNGOMA,BUMULA,MACS,36628120,ST.MARY MAGDALINE KIMATUNI GIRLS HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
526,WESTERN,BUNGOMA,BUMULA,DLSL,36628141,ST.PAUL BUNAMBOBI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
527,WESTERN,BUNGOMA,BUMULA,NJKT,36628123,ST.PETER'S SYEKUMULO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
528,WESTERN,BUNGOMA,BUMULA,7UH7,36628133,THE SALVATION ARMY KIMATUNI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
529,WESTERN,BUNGOMA,BUNGOMA CENTRAL,82KX,36612217,BARAKI FRIENDS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
530,WESTERN,BUNGOMA,BUNGOMA CENTRAL,QUV6,36612202,BUSAKALA SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
531,WESTERN,BUNGOMA,BUNGOMA CENTRAL,5CW4,36612119,CARDINAL OTUNGA SICHEI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
532,WESTERN,BUNGOMA,BUNGOMA CENTRAL,UHCV,36612203,CHEBUKAKA GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
533,WESTERN,BUNGOMA,BUNGOMA CENTRAL,F3LY,36612103,CHEBUKWA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
534,WESTERN,BUNGOMA,BUNGOMA CENTRAL,K579,36612126,CHEBUNYINYI ACK SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
535,WESTERN,BUNGOMA,BUNGOMA CENTRAL,5LPV,36612122,CHEKULO BAPTIST SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
536,WESTERN,BUNGOMA,BUNGOMA CENTRAL,K7PM,36612110,CHEKULO FRIENDS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
537,WESTERN,BUNGOMA,BUNGOMA CENTRAL,4JWU,36612213,CHENJENI FRIENDS SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
538,WESTERN,BUNGOMA,BUNGOMA CENTRAL,MYQK,36612150,FRIENDS SCHOOL PONGOLA,C4,PUBLIC,NONE,DAY,MIXED
539,WESTERN,BUNGOMA,BUNGOMA CENTRAL,CRDE,36612215,FRIENDS SECONDARY SCHOOL KIBICHORI,C4,PUBLIC,NONE,DAY,MIXED
540,WESTERN,BUNGOMA,BUNGOMA CENTRAL,YH2W,36612114,HON. MOSES WETANGULA MIKAYU FRIENDS SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
541,WESTERN,BUNGOMA,BUNGOMA CENTRAL,6S2K,36612214,HON.MOSES WETANGULA MILEMBE SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
542,WESTERN,BUNGOMA,BUNGOMA CENTRAL,XXGS,36612112,KABUCHAI GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
543,WESTERN,BUNGOMA,BUNGOMA CENTRAL,U4WA,36612106,KHACHONGE GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
544,WESTERN,BUNGOMA,BUNGOMA CENTRAL,L4KC,36612204,KIMALEWA SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
545,WESTERN,BUNGOMA,BUNGOMA CENTRAL,NC2T,36612205,KUYWA GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
546,WESTERN,BUNGOMA,BUNGOMA CENTRAL,YA9E,36612206,LUKHOME SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
547,WESTERN,BUNGOMA,BUNGOMA CENTRAL,8ANV,36612104,LUUYA GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
548,WESTERN,BUNGOMA,BUNGOMA CENTRAL,DNYJ,36612109,MABANGA GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
549,WESTERN,BUNGOMA,BUNGOMA CENTRAL,AHBM,36612207,MADISI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
