Serial_No,School_Code,School_Name,Category,Type,Cluster
4534,18324210,MUKAMENI BOYS' SECONDARY SCHOOL,Sub County,Mixed,
4535,18324211,MANOONI SECONDARY SCHOOL,Sub County,Mixed,
4536,18324212,NDWAANI SECONDARY SCHOOL,Sub County,Mixed,
4537,18324213,MUNGYANI SECONDARY SCHOOL,Sub County,Mixed,
4538,18324214,VULUENI SECONDARY SCHOOL,Sub County,Mixed,
4539,18324215,MBELETU SECONDARY SCHOOL,Sub County,Mixed,
4540,18324216,KILIKU MIXED SECONDARY SCHOOL,Sub County,Mixed,
4541,18324217,MATIKU SECONDARY SCHOOL,Sub County,Mixed,
4542,18324220,MUTAITI SECONDARY SCHOOL,Sub County,Mixed,
4543,18324221,SERENA WILLIAMS MATOONI SECONDARY SCHOOL,Sub County,Mixed,
4544,18324222,A.B.C KALUMBI SECONDARY SCHOOL,Sub County,Mixed,
4545,18324223,MASUE HIGH SCHOOL,Sub County,Mixed,
4546,18324224,EMALI TOWNSHIP SECONDARY SCHOOL,Sub County,Mixed,
4547,18324226,KAVUTHU SECONDARY SCHOOL,Sub County,Mixed,
4548,18324227,ST. FRANCIS OF ASSISI SECONDARY SCHOOL-KALIINI,Sub County,Mixed,
4549,18324302,KALAMBA SECONDARY SCHOOL,Sub County,Mixed,
4550,18324305,KILILI SECONDARY SCHOOL,Sub County,Mixed,
4551,18324306,KITHUMBA SECONDARY SCHOOL,Sub County,Mixed,
4552,18324307,KALAANI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4553,18324308,MAUMBA SECONDARY SCHOOL,Sub County,Mixed,
4554,18324310,KAWALA SECONDARY SCHOOL,Sub County,Mixed,
4555,18324311,2 0S2T0.M KACRPYE' SS ENCDOONVDEAAR SYE SCCOHNODOALR CYH SOCIHCOESO LLIST,Sub County,Mixed,
4556,18324313,SERENA WILLIAMS WEE SECONDARY SCHOOL,Sub County,Mixed,
4557,18324314,KWAKUKUI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4558,18324315,MATHA SECONDARY SCHOOL,Sub County,Mixed,
4559,18324316,ST. THERESA SECONDARY SCHOOL MUUANI,Sub County,Mixed,
4560,18324317,NDUUMONI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4561,18325105,KATHEKANI SECONDARY SCHOOL,Sub County,Mixed,
4562,18325106,IIANI SECONDARY SCHOOL,Sub County,Mixed,
4563,18325107,IVINGONI SECONDARY SCHOOL,Sub County,Mixed,
4564,18325108,YUMBUNI SECONDARY SCHOOL,Sub County,Mixed,
4565,18325110,MISUUNI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4566,18325111,ST. LUCY KALIMANI SECONDARY SCHOOL,Sub County,Mixed,
4567,18325112,NGWATA SECONDARY SCHOOL,Sub County,Mixed,
4568,18325113,YIKITAA SECONDARY SCHOOL,Sub County,Mixed,
4569,18325115,KITENG'EI SECONDARY SCHOOL,Sub County,Mixed,
4570,18325116,KIUNDWANI SECONDARY SCHOOL,Sub County,Mixed,
4571,18325119,MOLEMUNI GIRLS SECONDARY SCHOOL,Sub County,Mixed,
4572,18325120,NZOILA SECONDARY SCHOOL,Sub County,Mixed,
4573,18325121,MAVINDINI SECONDARY SCHOOL.,Sub County,Mixed,
4574,18325122,KIUANI SECONDARY SCHOOL,Sub County,Mixed,
4575,18325123,KAMULALANI SECONDARY SCHOOL,Sub County,Mixed,
4576,18325124,SILANGA SECONDARY SCHOOL,Sub County,Mixed,
4577,18325125,MATULANI SECONDARY SCHOOL,Sub County,Mixed,
4578,18325126,TSAVO WEST SECONDARY SCHOOL,Sub County,Mixed,
4579,18325127,MIANGENI SECONDARY SCHOOL,Sub County,Mixed,
4580,18325128,ITITI SECONDARY SCHOOL,Sub County,Mixed,
4581,18325129,MWITASYANO SECONDARY SCHOOL,Sub County,Mixed,
4582,18325130,KOMBOYOO MIXED SECONDARY SCHOOL,Sub County,Mixed,
4583,18325131,2 0K2Y0U KSCYPAEN IS SECEOCNONDDAARRY YS CSHCOHOOLO CLHOICES LIST,Sub County,Mixed,
4584,18325132,MBEETWANI SECONDARY SCHOOL,Sub County,Mixed,
4585,18325133,CANAAN SECONDARY SCHOOL,Sub County,Mixed,
4586,18325135,MUTHINGIINI GIRLS SECONDARY SCHOOL,Sub County,Girls,
4587,18325202,ST PETER'S THANGE SECONDARY SCHOOL,Sub County,Mixed,
4588,18325204,KIAONI SECONDARY SCHOOL,Sub County,Mixed,
4589,18325208,MIKUYUNI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4590,18325210,ST.SIMON MBUI NZAU SECONDARY SCHOOL,Sub County,Mixed,
4591,18325211,ITHUMULA SECONDARY SCHOOL,Sub County,Mixed,
4592,18325212,KALUNGU SECONDARY SCHOOL,Sub County,Mixed,
4593,18325213,MASALANI SECONDARY SCHOOL,Sub County,Mixed,
4594,18325215,NYAYO SECONDARY SCHOOL,Sub County,Mixed,
4595,18325216,NGAIKINI SECONDARY SCHOOL,Sub County,Mixed,
4596,18325217,NTHONGONI SECONDARY SCHOOL,Sub County,Mixed,
4597,18325302,MAIKUU SECONDARY SCHOOL,Sub County,Mixed,
4598,18325304,MASAKU NDOGO SECONDARY SCHOOL,Sub County,Mixed,
4599,18325305,ULILINZI SECONDARY SCHOOL,Sub County,Mixed,
4600,18325306,NDAUNI SECONDARY SCHOOL,Sub County,Mixed,
4601,18325308,ST. MARTINS KYUMANI SECONDARY SCHOOL,Sub County,Mixed,
4602,18325310,KYANGULI SECONDARY SCHOOL-KIBWEZI,Sub County,Mixed,
4603,18325311,KALULU SECONDARY SCHOOL,Sub County,Mixed,
4604,18325312,PROFESSOR KALOKI MUTHUNGUE SECONDARY SCHOOL,Sub County,Mixed,
4605,18325313,MAKUTANO SECONDARY SCHOOL,Sub County,Mixed,
4606,18325314,KYAANI SECONDARY SCHOOL,Sub County,Mixed,
4607,18325315,UTINI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4608,18325316,MASONGALENI SECONDARY SCHOOL,Sub County,Mixed,
4609,18325317,USALAMA SECONDARY SCHOOL,Sub County,Mixed,
4610,18325318,KITHASYU SECONDARY SCHOOL,Sub County,Mixed,
4611,18335101,2 0K2A0N KZCOPKEE ASENCI OSNECDOANRDY ASRCYH OSOCHL OCHOOLICES LIST,Sub County,Mixed,
4612,18335103,YINTHUNGU SECONDARY SCHOOL,Sub County,Mixed,
4613,18335104,MATHEANI SECONDARY SCHOOL,Sub County,Mixed,
4614,18335105,YEKANGA SECONDARY SCHOOL,Sub County,Mixed,
4615,18335106,KIUUKU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4616,18335107,IIANI SECONDARY SCHOOL,Sub County,Mixed,
4617,18335108,KYASE SECONDARY SCHOOL,Sub County,Mixed,
4618,18335202,KAVINGONI SECONDARY SCHOOL,Sub County,Mixed,
4619,18335203,KAASYA SECONDARY SCHOOL,Sub County,Mixed,
4620,18335204,KATHAMBONI SECONDARY SCHOOL,Sub County,Mixed,
4621,18335205,ST. JOSEPH'S IKAASU SECONDARY SCHOOL,Sub County,Mixed,
4622,18335206,ST AUGUSTINE ITUMBULE SECONDARY SCHOOL,Sub County,Mixed,
4623,18335209,ST. IGNATIUS SECONDARY SCHOOL - MATHEMBA,Sub County,Mixed,
4624,18335210,KWAKAVISI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4625,18335211,THAVU SECONDARY SCHOOL,Sub County,Mixed,
4626,18335302,KANTHUNI SECONDARY SCHOOL,Sub County,Mixed,
4627,18335303,YEMULWA SECONDARY SCHOOL,Sub County,Mixed,
4628,18335304,MUUSINI SECONDARY SCHOOL,Sub County,Mixed,
4629,18335305,ST. STEPHEN KANYONGA SECONDARY SCHOOL,Sub County,Mixed,
4630,18335306,KATITHI SECONDARY SCHOOL,Sub County,Mixed,
4631,18335307,ST. JOSEPH KITUMBAI SECONDARY SCHOOL,Sub County,Mixed,
4632,18335309,AIC MAVINDINI GIRLS SECONDARY SCHOOL,Sub County,Girls,
4633,18335402,KITISE SECONDARY SCHOOL,Sub County,Mixed,
4634,18335403,MBUVO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4635,18335404,A.C.K ST. JOSEPH'S MAAUELI SECONDARY SCHOOL,Sub County,Mixed,
4636,18335405,MUNATHI SECONDARY SCHOOL,Sub County,Mixed,
4637,18335406,ACK KITEEI SECONDARY SCHOOL,Sub County,Mixed,
4638,18335407,ST. PETER ATHIANI SECONDARY SCHOOL,Sub County,Mixed,
4639,18335408,2 0K2A0T AKNCPGEIN SIE MCIOXNEDD ADRAYY SSCEHCOOONLD CAHROY ISCCESH LOIOSTL,Sub County,Mixed,
4640,18335409,KANTHIITU SECONDARY SCHOOL,Sub County,Mixed,
4641,18335410,ST. FRANCIS MANZANI SECONDARY SCHOOL,Sub County,Mixed,
4642,18335411,ST MARY'S KYUNYU SECONDARY SCHOOL,Sub County,Mixed,
4643,18336105,KITHANGATHINI SECONDARY SCHOOL,Sub County,Mixed,
4644,18336107,KATULYE S.A. SECONDARY SCHOOL,Sub County,Mixed,
4645,18336108,ST. PATRICK'S KYAMATHEKA SECONDARY SCHOOL,Sub County,Mixed,
4646,18336109,A.I.C NUNGUNI SECONDARY SCHOOL,Sub County,Mixed,
4647,18336110,IKALYONI SECONDARY SCHOOL,Sub County,Mixed,
4648,18336111,A.I.C KAVATANZOU SECONDARY SCHOOL,Sub County,Mixed,
4649,18336112,AIC KISYULYA SECONDARY SCHOOL,Sub County,Mixed,
4650,18336113,MUSALALA DAY MIXED SECONDARY SCHOOL,Sub County,Mixed,
4651,18336114,ACK ST. JOHNS KISEKINI SECONDARY SCHOOL,Sub County,Mixed,
4652,18336115,ST.TERESIA KILUNGU GIRLS HIGH SCHOOL,Sub County,Girls,
4653,18336201,ISOVYA SECONDARY SCHOOL,Sub County,Mixed,
4654,18336203,KATIKOMU SECONDARY SCHOOL,Sub County,Mixed,
4655,18336204,AIC MWAANI-ILIMA SECONDARY SCHOOL,Sub County,Mixed,
4656,18336205,ENGAVU SECONDARY SCHOOL,Sub County,Mixed,
4657,18336206,ST PAUL'S KYANG'A SECONDARY SCHOOL,Sub County,Mixed,
4658,18336207,KYAMUOSO CENTRAL SECONDARY SCHOOL,Sub County,Mixed,
4659,18336208,KYAKATONI SECONDARY SCHOOL,Sub County,Mixed,
4660,18336209,ST. MONICA WAUTU SECONDARY SCHOOL,Sub County,Mixed,
4661,18336210,AIC MUMBUNI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4662,18346105,MBA SECONDARY SCHOOL,Sub County,Mixed,
4663,18346107,UTUNENI SECONDARY SCHOOL,Sub County,Mixed,
4664,18346108,TAWA MIXED SECONDARY SCHOOL,Sub County,Mixed,
4665,18346110,MUKIMWANI SECONDARY SCHOOL,Sub County,Mixed,
4666,18346111,WAMBITI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4667,18346112,2 0LU20N GKC'UP SE ESCECOONNDADRAYR YS CSCHHOOOOLL CHOICES LIST,Sub County,Mixed,
4668,18346113,MUTHWANI SECONDARY SCHOOL,Sub County,Mixed,
4669,18346114,KIKUSWI SECONDARY SCHOOL,Sub County,Mixed,
4670,18346115,MIAU SECONDARY SCHOOL,Sub County,Mixed,
4671,18346116,NGONI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4672,18346117,KYANG'ONDU SECONDARY SCHOOL,Sub County,Mixed,
4673,18346118,MUKUKU SECONDARY SCHOOL,Sub County,Mixed,
4674,18346119,NDUMBI SECONDARY SCHOOL,Sub County,Mixed,
4675,18346120,KATHAMBA SECONDARY SCHOOL,Sub County,Mixed,
4676,18346121,SONG'ENI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4677,18346122,ITULU MIXED DAY SECONDARY SCOOL,Sub County,Mixed,
4678,18346124,YANGUA MIXED SECONDARY SCHOOL,Sub County,Mixed,
4679,18346125,NGAA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4680,18346126,WATUKA MIXED SECONDARY SCHOOL,Sub County,Mixed,
4681,18346127,IVIANI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4682,18346128,MITUVU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4683,18346129,A.I.C NDITHINI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4684,18346130,USALALA SECONDARY SCHOOL,Sub County,Mixed,
4685,18346131,MBIMBINI SECONDARY SCHOOL,Sub County,Mixed,
4686,18346132,KYOME MIXED SECONDARY,Sub County,Mixed,
4687,18346201,KITOTO SECONDARY SCHOOL,Sub County,Mixed,
4688,18346203,NDAUNI SECONDARY SCHOOL,Sub County,Mixed,
4689,18346204,ST. BARNABAS THWAKE SECONDARY SCHOOL,Sub County,Mixed,
4690,18346206,MIANGENI SECONDARY SCHOOL,Sub County,Mixed,
4691,18346207,KAVUMBU SECONDARY SCHOOL,Sub County,Mixed,
4692,18346208,MBUKONI SECONDARY SCHOOL,Sub County,Mixed,
4693,18346209,NGUNGI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4694,18346210,NGUNINI SECONDARY SCHOOL,Sub County,Mixed,
4695,18346211,2 0M2U0T KECMPBEU SKEUC OSENCDOANRDYA SRCYH OSCOHL OCOHLOICES LIST,Sub County,Mixed,
4696,18346213,KATHULUMBI SECONDARY SCHOOL,Sub County,Mixed,
4697,18346214,NGANWA DAY SECONDARY SCHOOL,Sub County,Mixed,
4698,18346215,CHEMCHEMI SECONDARY SCHOOL- KATHONGO,Sub County,Mixed,
4699,18346216,KAKETI SECONDARY SCHOOL,Sub County,Mixed,
4700,18347217,KANDOLO SECONDARY SCHOOL,Sub County,Mixed,
4701,18347404,MUSAANI SECONDARY SCHOOL,Sub County,Mixed,
4702,18347405,LUMU SECONDARY SCHOOL,Sub County,Mixed,
4703,18347406,MUANI SECONDARY SCHOOL,Sub County,Mixed,
4704,18347407,KWOTHITHU SECONDARY SCHOOL,Sub County,Mixed,
4705,18347411,KITHEINI SECONDARY SCHOOL,Sub County,Mixed,
4706,18347413,ABC KAYATA GIRLS SECONDARY SCHOOL,Sub County,Girls,
4707,18347414,MASOKANI SECONDARY SCHOOL,Sub County,Mixed,
4708,18347415,MUANGINI SECONDARY SCHOOL,Sub County,Mixed,
4709,18347416,MUMELA SECONDARY SCHOOL,Sub County,Mixed,
4710,18347419,AIC SULTAN HAMUD SECONDARY SCHOOL,Sub County,Mixed,
4711,18347420,ST REGINAH KIOU SECONDARY SCHOOL,Sub County,Mixed,
4712,18347421,ABC MUUA MIXED SECONDARY SCHOOL,Sub County,Mixed,
4713,18347502,KILOME S.A SECONDARY SCHOOL,Sub County,Mixed,
4714,18347503,BISHOP NGALA SECONDARY SCHOOL,Sub County,Mixed,
4715,18347507,KITONGUNI SECONDARY SCHOOL,Sub County,Mixed,
4716,18347509,UTHINI GIRLS SECONDARY SCHOOL,Sub County,Girls,
4717,18347510,KWAKIKETI SECONDARY SCHOOL,Sub County,Mixed,
4718,18347511,KAMUTHINI SECONDARY SCHOOL,Sub County,Mixed,
4719,18347514,KIU SECONDARY SCHOOL,Sub County,Mixed,
4720,18347515,KIIMA KIU SECONDARY SCHOOL,Sub County,Mixed,
4721,18347516,MULUMINI SECONDARY SCHOOL,Sub County,Mixed,
4722,18347517,ACK ST. STEPHENS KIMA SECONDARY SCHOOL,Sub County,Mixed,
4723,18347518,2 0U2V0U KNCYPEE S SEECCOONNDDAARRYY SSCCHHOOOOLL CHOICES LIST,Sub County,Mixed,
4724,18347519,ST. MARTIN DEPORES MALILI SECONDARY SCHOOL,Sub County,Mixed,
4725,18347520,A.C.K. ST. LUKES MARWA SECONDARY SCHOOL,Sub County,Mixed,
4726,18347523,ABC NGAAMBA SECONDARY SCHOOL,Sub County,Mixed,
4727,18347524,ULU SECONDARY SCHOOL,Sub County,Mixed,
4728,18347525,AIC MATIANI GIRLS SECONDARY SCHOOL,Sub County,Girls,
4729,18348104,KAMBOO SECONDARY SCHOOL,Sub County,Mixed,
4730,18348107,KISINGO SECONDARY SCHOOL,Sub County,Mixed,
4731,18348108,NGOMANO SECONDARY SCHOOL,Sub County,Mixed,
4732,18348109,NGAKAA SECONDARY SCHOOL,Sub County,Mixed,
4733,18348111,YIMWAA SECONDARY SCHOOL,Sub County,Mixed,
4734,18348113,NGUUMO SECONDARY SCHOOL,Sub County,Mixed,
4735,18348114,MUKAMENI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4736,18348115,SYUMILE SECONDARY SCHOOL,Sub County,Mixed,
4737,18348116,KAUNGUNI SECONDARY SCHOOL,Sub County,Mixed,
4738,18348117,ST. BAKHITA MAKUSU SECONDARY SCHOOL,Sub County,Mixed,
4739,18348118,ACK ILATU SECONDARY SCHOOL,Sub County,Mixed,
4740,18348119,NTHIA SECONDARY SCHOOL,Sub County,Mixed,
4741,18348122,KATULANI SECONDARY SCHOOL,Sub County,Mixed,
4742,18348125,SALAMA SECONDARY SCHOOL,Sub County,Mixed,
4743,18348127,MITENDEU MIXED SECONDARY SCHOOL,Sub County,Mixed,
4744,18348128,MASALANI SECONDARY SCHOOL,Sub County,Mixed,
4745,18348129,KANGII SECONDARY SCHOOL,Sub County,Mixed,
4746,18348130,MUTANTHEEU MIXED SECONDARY SCHOOL,Sub County,Mixed,
4747,19308302,NDAGANI SECONDARY SCHOOL,Sub County,Mixed,
4748,19308311,KIANG'ONDU SECONDARY SCHOOL,Sub County,Mixed,
4749,19308313,KATHIGIRIRINI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4750,19308314,KIBUMBU DAY MIXED SECONDARY SCHOOL,Sub County,Mixed,
4751,19308317,2 0K2IA0M KUCCPHE ISI E CSOECNODNADRAYR SYC H SOCOHLO COHLOICES LIST,Sub County,Mixed,
4752,19308318,ST. PAUL'S NJAINA SECONDARY SCHOOL,Sub County,Mixed,
4753,19308324,MUKUTHUKU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4754,19308325,KAMUGUONGO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4755,19308511,IBIRIGA SECONDARY SCHOOL,Sub County,Mixed,
4756,19308513,MAGUMONI DAY SECONDARY SCHOOL,Sub County,Mixed,
4757,19308514,KANYURU SECONDARY SCHOOL,Sub County,Mixed,
4758,19308515,P.C.E.A MUTUGUNI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4759,19308516,CHIEF PETRO DAY SECONDARY SCHOOL,Sub County,Mixed,
4760,19308517,MAABI DAY SECONDARY SCHOOL,Sub County,Mixed,
4761,19308518,KANGORO DAY MIXED SECONDARY SCHOOL,Sub County,Mixed,
4762,19308519,NDAGONI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4763,19308520,KAGUMO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4764,19308521,KIGOGO DAY SECONDARY SCHOOL,Sub County,Mixed,
4765,19308522,KAGAANI MIXED DAY SECONDARY,Sub County,Mixed,
4766,19308525,MUTAARUNI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4767,19313103,NKONDI SECONDARY SCHOOL,Sub County,Mixed,
4768,19313105,TURIMA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4769,19313106,KAANYAGA SECONDARY SCHOOL,Sub County,Mixed,
4770,19313108,KAROCHO DAY MIXED SECONDARY SCHOOL,Sub County,Mixed,
4771,19313109,MIOMPONI MIXED DAY AND BOARDING SECONDARY SCHOOL,Sub County,Mixed,
4772,19313110,MATAKIRI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4773,19313111,KAARANI DAY SECONDARY SCHOOL,Sub County,Mixed,
4774,19313112,NG'ONYA DAY SECONDARY SCHOOL,Sub County,Mixed,
4775,19313113,MWIRU TURIMA TWERU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4776,19313114,PRINCE ALEX MIXED DAY SECONDARY SCHOOL IGUMO,Sub County,Mixed,
4777,19313115,MUGUI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4778,19313116,TURIMA HILLS MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4779,19313117,2 0G2A0K KUCUPREU S DEACOY NSDECAORYN DSCAHROY OSLC HCHOOOILCES LIST,Sub County,Mixed,
4780,19313118,KIORIMBA SECONDARY SCHOOL,Sub County,Mixed,
4781,19313119,TONYA MIXED DAY AND BOARDING SECONDARY,Sub County,Mixed,
4782,19313204,CHIAKARIGA GIRLS SECONDARY SCHOOL,Sub County,Girls,
4783,19313205,TUNYAI DAY SECONDARY SCHOOL,Sub County,Mixed,
4784,19313207,MWIRU MUTHITWA SECONDARY SCHOOL,Sub County,Mixed,
4785,19313208,GACERAKA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4786,19313209,KAMARANDI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4787,19313210,NDARUNI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4788,19313211,MCK NKARINI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4789,19326109,ST. BONVENTURE MUMBUNI SECONDARY SCHOOL,Sub County,Mixed,
4790,19326111,GITUJA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4791,19326113,GITUNTU SECONDARY SCHOOL,Sub County,Mixed,
4792,19326114,KARIGINI DAY SECONDARY SCHOOL,Sub County,Mixed,
4793,19326115,NICA KARIMBA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4794,19326116,NDUMBINI SECONDARY SCHOOL,Sub County,Mixed,
4795,19326117,N.I.C.A KAMWANGU SECONDARY SCHOOL,Sub County,Mixed,
4796,19326118,MUTIIGURU SECONDARY SCHOOL,Sub County,Mixed,
4797,19326214,WIRU SECONDARY SCHOOL,Sub County,Mixed,
4798,19326217,MUTINDWA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4799,19326218,GIANCHUKU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4800,19326219,KIMUCIA SECONDARY SCHOOL,Sub County,Mixed,
4801,19326221,MUNGA DAY SECONDARY SCHOOL,Sub County,Mixed,
4802,19326222,KIENI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4803,19326223,KALEWA SECONDARY SCHOOL,Sub County,Mixed,
4804,19326224,KIANJAGI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4805,19326225,IRUMA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4806,19326226,IGAKIRAMBA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4807,19326227,2 0M2A0G KUCMPAE MSEIXCEODN DDAAYR YS ESCCHOONODLA RCHY OSICCHEOS OLILST,Sub County,Mixed,
4808,19326228,KIAMAOGO DAY SECONDARY SCHOOL,Sub County,Mixed,
4809,19326229,KIRIANI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4810,19326230,IKUMBO DAY SECONDARY SCHOOL,Sub County,Mixed,
4811,19326231,MUKUI DAY SECONDARY SCHOOL,Sub County,Mixed,
4812,19326232,KABUI SECONDARY SCHOOL,Sub County,Mixed,
4813,19326233,KAARE MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4814,19326234,NDINTUNE MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4815,19326235,KIRARO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4816,19326237,NGURUKI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4817,19342101,GACIONGO MIXED SECONDARY SCHOOL,Sub County,Mixed,
4818,19342102,MUKOTHIMA GIRLS' SECONDARY SCHOOL,Sub County,Girls,
4819,19342103,KAMWATHU MIXED SECONDARY SCHOOL,Sub County,Mixed,
4820,19342104,MUKOTHIMA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4821,19342105,KATHANGACHINI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4822,19342106,NTORONI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4823,19342107,IRIANI MIXED DAY & BOARDING SECONDARY SCHOOL,Sub County,Mixed,
4824,19342108,GATUE SECONDARY SCHOOL,Sub County,Mixed,
4825,19342109,KAMACABI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
4826,19342110,KARII KAMBURI SECONDARY SCHOOL,Sub County,Mixed,
4827,19342111,KABUABUA GIRLS SECONDARY SCHOOL,Sub County,Girls,
4828,19342112,KIRUNDI SECONDARY SCHOOL,Sub County,Mixed,
4829,19367402,A.C.K MURIGI GIRLS' SECONDARY SCHOOL,Sub County,Girls,
4830,19367407,KAMUTIRIA SECONDARY SCHOOL,Sub County,Mixed,
4831,19367601,P.C.E.A NKIO DAY SECONDARY SCHOOL,Sub County,Mixed,
4832,19367603,MIRAA MIRAJA MIXED DAY SECONDARY,Sub County,Mixed,
4833,19367605,KAIRINI SECONDARY SCHOOL,Sub County,Mixed,
4834,19367607,KITHANGANI DAY SECONDARY SCHOOL,Sub County,Mixed,
4835,20401006,2 0N2IL0E KRCOPAED S ESCEOCNODNADRARY YS CSHCOHOOLO CLHOICES LIST,Sub County,Girls,
4836,20401008,MAKONGENI HIGH SCHOOL,Sub County,Mixed,
4837,20401021,ST PATRICK NAIROBI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4838,20401249,STAR OF HOPE SECONDARY SCHOOL,Sub County,Mixed,
4839,20402001,EASTLEIGH HIGH SCHOOL,Sub County,Boys,
4840,20402002,ST. TERESA'S BOYS,Sub County,Boys,
4841,20402005,KAMUKUNJI SECONDARY SCHOOL,Sub County,Mixed,
4842,20402013,ZAWADI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4843,20402064,MARY HAPPY DAY SCHOOL,Sub County,Mixed,
4844,20403025,C.G.H.U. MIXED SECONDARY SCHOOL,Sub County,Mixed,
4845,20403026,PUMWANI GIRLS SECONDARY SCHOOL,Sub County,Girls,
4846,20404001,LANG'ATA HIGH SCHOOL,Sub County,Boys,
4847,20404032,LANGATA BARRACKS SECONDARY SCHOOL,Sub County,Mixed,
4848,20404049,SOWETO BAPTIST HIGH SCHOOL,Sub County,Mixed,
4849,20405005,MUTUINI HIGH SCHOOL,Sub County,Boys,
4850,20405009,DAGORETTI MIXED SECONDARY SCHOOL,Sub County,Mixed,
4851,20405012,GOOD SAMARITAN SCHOOL,Sub County,Mixed,
4852,20405031,BROOKLYNN HIGH SCHOOL,Sub County,Mixed,
4853,20405048,BETH MUGO HIGH SCHOOL,Sub County,Mixed,
4854,20405058,ZEDIT SOLUTION SECONDARY SCHOOL,Sub County,Mixed,
4855,20405151,MOONLIGHT CENTRE SCHOOL,Sub County,Mixed,
4856,20406029,ST. JOSEPH TECHNICAL SECONDARY SCHOOL,Sub County,Mixed,
4857,20406030,DIVINE MERCY SCHOOL,Sub County,Mixed,
4858,20406031,FARASI LANE SECONDARY SCHOOL,Sub County,Mixed,
4859,20406032,KABETE VET LAB SECONDARY SCHOOL,Sub County,Mixed,
4860,20406033,NORTH HIGHRIDGE SECONDARY SCHOOL,Sub County,Mixed,
4861,20406034,LORESHO SECONDARY SCHOOL,Sub County,Mixed,
4862,20407001,OUR LADY OF FATIMA SECONDARY SCHOOL,Sub County,Mixed,
4863,20407002,2 0K2A0H KACWPAE GSEACRORNISDOANR SYE SCCOHNODOALR CYH SOCICHEOSO LLIST,Sub County,Mixed,
4864,20407003,RUARAKA HIGH SCHOOL,Sub County,Mixed,
4865,20407004,KAMITI SECONDARY SCHOOL,Sub County,Mixed,
4866,20407005,BABA DOGO SECONDARY SCHOOL,Sub County,Mixed,
4867,20407037,KARIOBANGI NORTH GIRLS SECONDARY SCHOOL,Sub County,Girls,
4868,20407040,ANNOINTED HIGH SCHOOL,Sub County,Mixed,
4869,20407045,NEW MWANGAZA MIXED HIGH SCHOOL,Sub County,Mixed,
